Function / Call Stack,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,ITLB_MISSES.MISS_CAUSES_A_WALK,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L2_MISS_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,time_avg,time_min,time_max,type,n,r
ijk_ikj_1900_475,33.0858E+9,11.5766E+9,9.55E+9,720E+3,40E+3,11.9716E+9,212.7E+6,187.708E+6,31.8E+6,30.528E+6,1.048E+6,0.7972,0.781,0.839,ijk_ikj,1900,475
ijk_ikj_2000_10,64.854E+9,18.3298E+9,15.1686E+9,69E+6,40E+3,17.69546E+9,119.98E+6,5.02E+6,115.66E+6,113.464E+6,1.84E+6,1.3234,1.265,1.411,ijk_ikj,2000,10
ijk_ikj_2000_16,49.6292E+9,14.1154E+9,11.6658E+9,27.56E+6,20E+3,15.95792E+9,55.6E+6,5.144E+6,49.156E+6,46.096E+6,2.78E+6,1.0346,0.973,1.2,ijk_ikj,2000,16
ijk_ikj_2000_20,47.203E+9,13.8856E+9,11.4948E+9,16.96E+6,0,15.84824E+9,48.62E+6,9.276E+6,38.04E+6,34.212E+6,3.484E+6,1.0071,0.954,1.187,ijk_ikj,2000,20
ijk_ikj_2000_25,47.6204E+9,13.5764E+9,11.2296E+9,11.64E+6,0,16.22194E+9,43.22E+6,13.724E+6,25.648E+6,20.964E+6,4.148E+6,0.9656,0.935,1.062,ijk_ikj,2000,25
ijk_ikj_2000_40,42.5156E+9,12.6018E+9,10.4184E+9,4.58E+6,0,15.68838E+9,35.1E+6,21.176E+6,12.68E+6,8E+6,4.1E+6,0.9623,0.884,1.231,ijk_ikj,2000,40
ijk_ikj_2000_50,43.119E+9,12.8344E+9,10.6206E+9,3.32E+6,20E+3,16.0825E+9,32.7E+6,21.804E+6,8.296E+6,4.776E+6,3.092E+6,0.9202,0.843,1.034,ijk_ikj,2000,50
ijk_ikj_2000_80,40.24E+9,13.077E+9,10.8112E+9,1.36E+6,0,14.40528E+9,238.6E+6,228.66E+6,6.392E+6,4.104E+6,1.912E+6,1.0383,0.985,1.118,ijk_ikj,2000,80
ijk_ikj_2000_100,39.7958E+9,13.2714E+9,10.973E+9,1.14E+6,0,13.74746E+9,320.94E+6,316.252E+6,8.452E+6,6.816E+6,1.276E+6,0.9735,0.922,1.043,ijk_ikj,2000,100
ijk_ikj_2000_125,39.9038E+9,13.5164E+9,11.1914E+9,780E+3,20E+3,13.8981E+9,310.36E+6,295.216E+6,18.4E+6,16.848E+6,1.344E+6,0.9821,0.933,1.144,ijk_ikj,2000,125
ijk_ikj_2000_200,38.9048E+9,13.5706E+9,11.158E+9,420E+3,20E+3,13.71992E+9,279.92E+6,217.78E+6,64.896E+6,63.712E+6,1.02E+6,1.1536,1.111,1.264,ijk_ikj,2000,200
ijk_ikj_2000_250,39.0334E+9,13.3684E+9,11.0568E+9,500E+3,20E+3,13.82618E+9,263.82E+6,205.104E+6,63.412E+6,62.496E+6,816E+3,0.9798,0.932,1.04,ijk_ikj,2000,250
ijk_ikj_2000_400,38.4624E+9,13.2852E+9,10.8364E+9,720E+3,0,13.94674E+9,252.22E+6,216.776E+6,38.956E+6,38.308E+6,600E+3,1.4423,1.412,1.497,ijk_ikj,2000,400
ijk_ikj_2000_500,38.372E+9,13.1702E+9,10.8802E+9,980E+3,0,14.07088E+9,249.44E+6,218.668E+6,33.104E+6,32.14E+6,904E+3,0.9571,0.907,1.055,ijk_ikj,2000,500
ijk_ikj_2100_10,75.0772E+9,22.7034E+9,18.7458E+9,89.16E+6,60E+3,20.534E+9,140.12E+6,6.66E+6,134.284E+6,130.5E+6,3.436E+6,1.5482,1.476,1.659,ijk_ikj,2100,10
ijk_ikj_2100_12,62.2814E+9,19.1258E+9,15.7942E+9,60.98E+6,20E+3,18.52994E+9,92.88E+6,4.208E+6,89.212E+6,84.916E+6,3.992E+6,1.3222,1.241,1.802,ijk_ikj,2100,12
ijk_ikj_2100_14,65.7858E+9,19.8826E+9,16.4036E+9,45.08E+6,100E+3,19.7946E+9,78.66E+6,6.248E+6,72.412E+6,66.336E+6,5.616E+6,1.3673,1.256,1.934,ijk_ikj,2100,14
ijk_ikj_2100_15,65.6616E+9,19.873E+9,16.4074E+9,39.6E+6,60E+3,20.24096E+9,75.46E+6,8.584E+6,66.436E+6,59.44E+6,6.552E+6,1.3123,1.243,1.488,ijk_ikj,2100,15
ijk_ikj_2100_20,54.648E+9,18.1596E+9,15.0642E+9,21.76E+6,0,18.21562E+9,58.52E+6,13.264E+6,43.952E+6,35.808E+6,7.524E+6,1.1729,1.113,1.3,ijk_ikj,2100,20
ijk_ikj_2100_21,57.3162E+9,18.7734E+9,15.5572E+9,19.7E+6,40E+3,18.82204E+9,60.66E+6,16.892E+6,41.204E+6,31.716E+6,9.02E+6,1.1922,1.124,1.382,ijk_ikj,2100,21
ijk_ikj_2100_25,55.1318E+9,17.9588E+9,14.895E+9,15.82E+6,40E+3,18.68712E+9,56E+6,23.28E+6,29.02E+6,19.688E+6,8.772E+6,1.1676,1.095,1.295,ijk_ikj,2100,25
ijk_ikj_2100_28,51.5118E+9,16.8482E+9,13.9254E+9,11.32E+6,20E+3,18.3732E+9,51.62E+6,23.332E+6,24.564E+6,16.568E+6,7.372E+6,1.1434,1.081,1.328,ijk_ikj,2100,28
ijk_ikj_2100_30,53.9306E+9,17.4646E+9,14.43E+9,9.84E+6,60E+3,18.91772E+9,50.86E+6,25.468E+6,21.432E+6,12.824E+6,7.996E+6,1.1386,1.083,1.193,ijk_ikj,2100,30
ijk_ikj_2100_35,53.0842E+9,16.7998E+9,13.9084E+9,7.62E+6,20E+3,19.20566E+9,50.06E+6,28.032E+6,18.752E+6,10.176E+6,8.184E+6,1.1072,1.02,1.493,ijk_ikj,2100,35
ijk_ikj_2100_42,51.0598E+9,16.19E+9,13.3408E+9,5.54E+6,20E+3,18.85636E+9,42.08E+6,26.144E+6,13.108E+6,6.368E+6,6.216E+6,1.1568,1.039,1.446,ijk_ikj,2100,42
ijk_ikj_2100_50,49.9168E+9,15.9382E+9,13.136E+9,4.06E+6,20E+3,18.68486E+9,50.24E+6,37.212E+6,10.128E+6,4.76E+6,4.82E+6,1.1374,1.036,1.441,ijk_ikj,2100,50
ijk_ikj_2100_60,47.4598E+9,15.7522E+9,12.985E+9,2.96E+6,20E+3,18.08754E+9,71.48E+6,57.88E+6,8.296E+6,3.972E+6,3.948E+6,1.0763,1.002,1.263,ijk_ikj,2100,60
ijk_ikj_2100_70,48.2176E+9,15.8096E+9,13.0448E+9,2.26E+6,60E+3,17.85634E+9,123.32E+6,105.54E+6,8.32E+6,4.676E+6,3.156E+6,1.1529,1.063,1.41,ijk_ikj,2100,70
ijk_ikj_2100_75,48.2154E+9,16.1238E+9,13.3018E+9,2.12E+6,20E+3,17.68338E+9,188.38E+6,166.288E+6,8.708E+6,5.36E+6,2.908E+6,1.1207,1.018,1.275,ijk_ikj,2100,75
ijk_ikj_2100_84,46.4664E+9,16.0972E+9,13.2548E+9,1.76E+6,40E+3,16.56186E+9,293.96E+6,280.98E+6,8.504E+6,5.76E+6,2.36E+6,1.2116,1.153,1.434,ijk_ikj,2100,84
ijk_ikj_2100_100,46.066E+9,16.6534E+9,13.7196E+9,1.52E+6,20E+3,15.95288E+9,366.26E+6,361.78E+6,10.94E+6,8.524E+6,2.08E+6,1.2408,1.21,1.298,ijk_ikj,2100,100
ijk_ikj_2100_105,46.61E+9,16.6828E+9,13.7564E+9,1.42E+6,20E+3,16.148E+9,376.88E+6,364.82E+6,13.64E+6,11.312E+6,1.948E+6,1.1196,1.065,1.293,ijk_ikj,2100,105
ijk_ikj_2100_140,45.4784E+9,16.9388E+9,13.9558E+9,1.2E+6,0,16.06268E+9,323.86E+6,301.764E+6,29.696E+6,27.816E+6,1.664E+6,1.1755,1.121,1.286,ijk_ikj,2100,140
ijk_ikj_2100_150,45.969E+9,17.104E+9,14.0516E+9,960E+3,80E+3,16.26324E+9,310.9E+6,282.716E+6,32.696E+6,30.864E+6,1.54E+6,1.2948,1.258,1.346,ijk_ikj,2100,150
ijk_ikj_2100_175,45.8074E+9,16.5326E+9,13.6412E+9,940E+3,20E+3,16.1212E+9,316.3E+6,269.712E+6,54.06E+6,52.356E+6,1.496E+6,1.1454,1.074,1.234,ijk_ikj,2100,175
ijk_ikj_2100_210,45.4104E+9,16.3464E+9,13.4018E+9,1.02E+6,60E+3,16.07908E+9,308.88E+6,240.04E+6,72.756E+6,71.332E+6,1.252E+6,1.3491,1.282,1.502,ijk_ikj,2100,210
ijk_ikj_2100_300,44.6942E+9,16.3384E+9,13.3902E+9,840E+3,80E+3,16.13398E+9,279.22E+6,222.536E+6,62.056E+6,61.08E+6,840E+3,1.2747,1.24,1.348,ijk_ikj,2100,300
ijk_ikj_2100_350,44.8434E+9,16.1204E+9,13.1394E+9,860E+3,20E+3,16.35834E+9,274.06E+6,221.84E+6,54.96E+6,54.044E+6,844E+3,1.4458,1.408,1.501,ijk_ikj,2100,350
ijk_ikj_2100_420,44.502E+9,16.0082E+9,13.0376E+9,1.18E+6,20E+3,16.13004E+9,278.6E+6,241.484E+6,45.44E+6,44.384E+6,1.02E+6,1.6555,1.627,1.812,ijk_ikj,2100,420
ijk_ikj_2100_525,44.5318E+9,16.1192E+9,13.2902E+9,2.52E+6,0,16.35704E+9,287.36E+6,250.692E+6,39.104E+6,37.324E+6,1.616E+6,1.0945,1.047,1.318,ijk_ikj,2100,525
ijk_ikj_2200_10,86.323E+9,26.3668E+9,21.7476E+9,104.4E+6,40E+3,23.55364E+9,165.74E+6,11.012E+6,156.376E+6,151.092E+6,4.78E+6,1.7337,1.699,1.781,ijk_ikj,2200,10
ijk_ikj_2200_11,85.0574E+9,27.678E+9,22.816E+9,87.24E+6,0,24.2131E+9,139.34E+6,7.82E+6,133.12E+6,125.892E+6,6.64E+6,1.8174,1.75,1.974,ijk_ikj,2200,11
ijk_ikj_2200_20,62.829E+9,20.3526E+9,16.7948E+9,25.5E+6,60E+3,21.19384E+9,66.52E+6,15.06E+6,49.192E+6,39.46E+6,8.952E+6,1.3995,1.304,1.577,ijk_ikj,2200,20
ijk_ikj_2200_22,66.27E+9,20.8656E+9,17.2006E+9,21.14E+6,20E+3,21.96762E+9,63.3E+6,17.064E+6,43.692E+6,33.112E+6,9.664E+6,1.3728,1.314,1.569,ijk_ikj,2200,22
ijk_ikj_2200_25,63.3866E+9,19.9042E+9,16.4174E+9,18.06E+6,40E+3,21.50668E+9,61.4E+6,21.632E+6,34.524E+6,23.944E+6,9.808E+6,1.3424,1.257,1.599,ijk_ikj,2200,25
ijk_ikj_2200_40,56.5882E+9,18.5178E+9,15.27E+9,6.62E+6,20E+3,20.98722E+9,51.66E+6,31.848E+6,17.628E+6,8.548E+6,8.556E+6,1.2526,1.181,1.388,ijk_ikj,2200,40
ijk_ikj_2200_44,56.0292E+9,18.1966E+9,15.0032E+9,6E+6,0,20.90042E+9,45.98E+6,29.972E+6,14.332E+6,6.48E+6,7.336E+6,1.2645,1.177,1.421,ijk_ikj,2200,44
ijk_ikj_2200_50,57.3956E+9,18.1374E+9,14.9668E+9,4.66E+6,80E+3,21.27394E+9,54.28E+6,38.064E+6,11.64E+6,5.276E+6,5.628E+6,1.2601,1.154,1.391,ijk_ikj,2200,50
ijk_ikj_2200_55,57.206E+9,17.6482E+9,14.574E+9,4.02E+6,20E+3,21.56848E+9,59.58E+6,44.604E+6,10.7E+6,4.928E+6,5.212E+6,1.2285,1.136,1.46,ijk_ikj,2200,55
ijk_ikj_2200_88,53.2956E+9,18.4182E+9,15.1618E+9,1.76E+6,20E+3,18.4033E+9,435.66E+6,429.552E+6,11.056E+6,7.968E+6,2.688E+6,1.4133,1.354,1.617,ijk_ikj,2200,88
ijk_ikj_2200_100,52.9692E+9,18.4768E+9,15.215E+9,1.4E+6,60E+3,18.34546E+9,424.66E+6,417.288E+6,12.888E+6,10.264E+6,2.244E+6,1.4208,1.327,1.732,ijk_ikj,2200,100
ijk_ikj_2200_110,53.6708E+9,18.6306E+9,15.353E+9,1.3E+6,20E+3,18.64578E+9,416.54E+6,404.08E+6,17.1E+6,14.672E+6,2.184E+6,1.3278,1.232,1.604,ijk_ikj,2200,110
ijk_ikj_2200_200,51.784E+9,18.527E+9,15.2248E+9,940E+3,60E+3,18.28338E+9,365.8E+6,288.6E+6,83.324E+6,81.432E+6,1.612E+6,1.409,1.348,1.523,ijk_ikj,2200,200
ijk_ikj_2200_220,51.6752E+9,18.6542E+9,15.2932E+9,1.08E+6,40E+3,18.29076E+9,349.8E+6,272.512E+6,84.704E+6,83.2E+6,1.452E+6,1.5332,1.471,1.665,ijk_ikj,2200,220
ijk_ikj_2200_275,51.9148E+9,18.9144E+9,15.5896E+9,820E+3,0,18.6452E+9,348.54E+6,270.968E+6,81.608E+6,80.228E+6,1.228E+6,1.3241,1.242,1.508,ijk_ikj,2200,275
ijk_ikj_2200_440,51.1388E+9,18.7786E+9,15.3014E+9,1.9E+6,40E+3,18.59522E+9,329.66E+6,283.552E+6,53.032E+6,51.412E+6,1.688E+6,1.9237,1.861,2.034,ijk_ikj,2200,440
ijk_ikj_2200_550,51.218E+9,19.015E+9,15.6506E+9,3.22E+6,20E+3,18.7042E+9,330.2E+6,295.428E+6,43.184E+6,40.224E+6,2.632E+6,1.2967,1.202,1.418,ijk_ikj,2200,550
ijk_ikj_2300_10,98.6414E+9,30.4826E+9,25.088E+9,119.14E+6,100E+3,26.89502E+9,182.58E+6,7.056E+6,176.832E+6,170.112E+6,6.288E+6,2.035,1.961,2.205,ijk_ikj,2300,10
ijk_ikj_2300_20,71.7938E+9,24.0322E+9,19.8006E+9,29.16E+6,20E+3,24.135E+9,90.52E+6,31.812E+6,55.832E+6,43.248E+6,11.64E+6,1.5382,1.479,1.637,ijk_ikj,2300,20
ijk_ikj_2300_23,76.119E+9,24.544E+9,20.2252E+9,21.88E+6,60E+3,25.54416E+9,86.66E+6,37.8E+6,45.772E+6,31.992E+6,12.612E+6,1.6064,1.515,1.811,ijk_ikj,2300,23
ijk_ikj_2300_25,72.4294E+9,23.7514E+9,19.5684E+9,18.82E+6,80E+3,24.46108E+9,81.98E+6,39.828E+6,38.544E+6,24.308E+6,13.228E+6,1.539,1.45,1.849,ijk_ikj,2300,25
ijk_ikj_2300_46,66.2626E+9,21.3156E+9,17.558E+9,6.16E+6,20E+3,24.44536E+9,66.98E+6,47.988E+6,14.88E+6,5.964E+6,8.236E+6,1.4637,1.352,1.754,ijk_ikj,2300,46
ijk_ikj_2300_50,65.5748E+9,20.6698E+9,17.0308E+9,5.28E+6,0,24.46228E+9,64.68E+6,47.588E+6,12.912E+6,5.3E+6,6.828E+6,1.4538,1.356,1.933,ijk_ikj,2300,50
ijk_ikj_2300_92,60.7572E+9,21.1558E+9,17.4164E+9,2.06E+6,40E+3,21.1612E+9,439.74E+6,432.624E+6,12.488E+6,9.008E+6,3.14E+6,1.6175,1.532,1.834,ijk_ikj,2300,92
ijk_ikj_2300_100,60.5226E+9,21.3406E+9,17.552E+9,1.64E+6,40E+3,21.01016E+9,479.26E+6,471.748E+6,14.104E+6,10.984E+6,2.724E+6,1.5368,1.44,1.747,ijk_ikj,2300,100
ijk_ikj_2300_115,61.4134E+9,21.4542E+9,17.7066E+9,1.52E+6,20E+3,21.2168E+9,475.34E+6,466.456E+6,22.28E+6,19.212E+6,2.652E+6,1.4846,1.403,1.791,ijk_ikj,2300,115
ijk_ikj_2300_230,59.5012E+9,21.53E+9,17.6224E+9,920E+3,40E+3,21.05958E+9,401.96E+6,310.88E+6,98.504E+6,96.604E+6,1.656E+6,1.7238,1.683,1.813,ijk_ikj,2300,230
ijk_ikj_2300_460,58.4092E+9,21.2478E+9,17.3102E+9,1.8E+6,80E+3,21.2694E+9,370.88E+6,325.768E+6,55.364E+6,53.216E+6,2.064E+6,2.1932,2.122,2.321,ijk_ikj,2300,460
ijk_ikj_2300_575,58.5422E+9,22.254E+9,18.3054E+9,3.92E+6,100E+3,21.48842E+9,377.32E+6,334.94E+6,49.108E+6,45.048E+6,3.656E+6,1.4749,1.378,1.674,ijk_ikj,2300,575
ijk_ikj_2400_10,112.0718E+9,34.3384E+9,28.3374E+9,136.24E+6,80E+3,30.61326E+9,203.38E+6,7.316E+6,197.168E+6,188.368E+6,8.252E+6,2.3344,2.207,2.597,ijk_ikj,2400,10
ijk_ikj_2400_12,92.965E+9,29.7976E+9,24.5684E+9,94.4E+6,100E+3,27.7301E+9,140.8E+6,9.7E+6,130.752E+6,120.768E+6,9.448E+6,1.9489,1.853,2.077,ijk_ikj,2400,12
ijk_ikj_2400_15,98.0092E+9,30.986E+9,25.5644E+9,61.08E+6,60E+3,30.2144E+9,115.54E+6,16.56E+6,97.936E+6,82.3E+6,14.808E+6,2.0005,1.87,2.155,ijk_ikj,2400,15
ijk_ikj_2400_16,85.7618E+9,27.4568E+9,22.6564E+9,53.52E+6,20E+3,27.41608E+9,100.76E+6,14.82E+6,85.336E+6,71.116E+6,13.352E+6,1.7719,1.691,1.972,ijk_ikj,2400,16
ijk_ikj_2400_20,81.5702E+9,26.8458E+9,22.1492E+9,34.26E+6,80E+3,27.4732E+9,85.4E+6,21.12E+6,60.896E+6,46.308E+6,13.4E+6,1.788,1.675,2.122,ijk_ikj,2400,20
ijk_ikj_2400_24,78.8292E+9,26.6026E+9,21.9214E+9,24.3E+6,60E+3,27.29274E+9,90.26E+6,36.452E+6,49.52E+6,31.764E+6,16.696E+6,1.7438,1.598,2.253,ijk_ikj,2400,24
ijk_ikj_2400_25,82.2982E+9,26.961E+9,22.215E+9,22.6E+6,20E+3,27.86262E+9,83.64E+6,34.808E+6,43.808E+6,26.644E+6,16.116E+6,1.7081,1.645,1.867,ijk_ikj,2400,25
ijk_ikj_2400_30,80.5024E+9,26.4622E+9,21.7956E+9,15.74E+6,60E+3,28.26616E+9,74.52E+6,37.012E+6,32.144E+6,17.012E+6,13.916E+6,1.6652,1.568,1.934,ijk_ikj,2400,30
ijk_ikj_2400_32,75.4548E+9,25.7594E+9,21.2138E+9,14.08E+6,160E+3,27.37506E+9,76.1E+6,40.488E+6,32.308E+6,16.24E+6,15.204E+6,1.6168,1.534,1.697,ijk_ikj,2400,32
ijk_ikj_2400_40,73.4648E+9,24.4528E+9,20.1598E+9,8.9E+6,40E+3,27.2615E+9,71.58E+6,45.252E+6,22.62E+6,10.428E+6,11.216E+6,1.5479,1.471,1.725,ijk_ikj,2400,40
ijk_ikj_2400_48,72.1486E+9,23.71E+9,19.5578E+9,6.78E+6,40E+3,27.23136E+9,73.62E+6,51.68E+6,16.74E+6,6.164E+6,9.88E+6,1.5518,1.509,1.644,ijk_ikj,2400,48
ijk_ikj_2400_50,74.5136E+9,24.2326E+9,19.98E+9,6.5E+6,40E+3,27.51708E+9,80.52E+6,59.408E+6,15.116E+6,6.088E+6,8.228E+6,1.5217,1.463,1.609,ijk_ikj,2400,50
ijk_ikj_2400_60,70.8366E+9,23.6132E+9,19.4532E+9,4.44E+6,60E+3,27.07916E+9,116.94E+6,95.68E+6,12.58E+6,5.836E+6,6.02E+6,1.5595,1.464,1.644,ijk_ikj,2400,60
ijk_ikj_2400_75,71.9676E+9,24.1366E+9,19.8948E+9,2.96E+6,60E+3,26.07244E+9,325.08E+6,304.608E+6,13.06E+6,7.78E+6,4.772E+6,1.6229,1.536,1.765,ijk_ikj,2400,75
ijk_ikj_2400_80,69.5422E+9,23.661E+9,19.5038E+9,2.82E+6,60E+3,24.93694E+9,407.94E+6,392.832E+6,11.488E+6,6.884E+6,4.156E+6,1.7532,1.629,2.07,ijk_ikj,2400,80
ijk_ikj_2400_96,68.893E+9,24.086E+9,19.8822E+9,2.06E+6,40E+3,23.78884E+9,575.82E+6,566.692E+6,15.2E+6,11.32E+6,3.404E+6,1.7962,1.743,1.948,ijk_ikj,2400,96
ijk_ikj_2400_100,68.7692E+9,24.4504E+9,20.1656E+9,2.18E+6,40E+3,23.93998E+9,548.52E+6,537.42E+6,15.672E+6,12.196E+6,3.032E+6,1.7175,1.585,2.1,ijk_ikj,2400,100
ijk_ikj_2400_120,68.2494E+9,24.3152E+9,20.066E+9,1.78E+6,40E+3,23.79186E+9,551.72E+6,524.344E+6,33.772E+6,30.136E+6,3.068E+6,1.644,1.571,1.85,ijk_ikj,2400,120
ijk_ikj_2400_150,68.616E+9,24.4942E+9,20.2264E+9,1.48E+6,40E+3,24.0963E+9,489.52E+6,450.092E+6,52.512E+6,49.628E+6,2.604E+6,1.6003,1.574,1.712,ijk_ikj,2400,150
ijk_ikj_2400_160,67.6154E+9,23.9432E+9,19.7102E+9,1.36E+6,60E+3,23.7142E+9,491.7E+6,441.816E+6,61.892E+6,59.12E+6,2.444E+6,1.7015,1.67,1.777,ijk_ikj,2400,160
ijk_ikj_2400_200,67.23E+9,24.1964E+9,19.9802E+9,1.42E+6,20E+3,23.62594E+9,481.54E+6,381.452E+6,109.436E+6,106.848E+6,2.268E+6,1.7103,1.623,2.08,ijk_ikj,2400,200
ijk_ikj_2400_240,66.9734E+9,24.485E+9,20.0798E+9,1.2E+6,40E+3,23.85416E+9,461.72E+6,357.012E+6,110.756E+6,108.848E+6,1.796E+6,1.988,1.904,2.262,ijk_ikj,2400,240
ijk_ikj_2400_300,66.715E+9,24.7972E+9,20.4576E+9,1.2E+6,20E+3,24.10338E+9,430.9E+6,344.356E+6,92.672E+6,91.04E+6,1.58E+6,1.7352,1.637,2.059,ijk_ikj,2400,300
ijk_ikj_2400_400,66.458E+9,23.7738E+9,19.3762E+9,1.62E+6,20E+3,24.0764E+9,443.2E+6,380.188E+6,67.82E+6,65.756E+6,2.032E+6,2.1421,2.071,2.313,ijk_ikj,2400,400
ijk_ikj_2400_480,66.335E+9,24.0884E+9,19.6328E+9,2.62E+6,40E+3,24.12786E+9,435E+6,385.844E+6,58.048E+6,54.924E+6,2.844E+6,2.4264,2.394,2.533,ijk_ikj,2400,480
ijk_ikj_2400_600,66.2092E+9,25.1142E+9,20.71E+9,4.84E+6,0,24.2145E+9,428.8E+6,385.428E+6,53.556E+6,48.952E+6,4.196E+6,1.6195,1.554,1.925,ijk_ikj,2400,600
ijk_ikj_2500_10,126.674E+9,39.4846E+9,32.5706E+9,158.94E+6,20E+3,34.62258E+9,242.34E+6,15.6E+6,228.632E+6,217.672E+6,10.132E+6,2.6143,2.486,2.712,ijk_ikj,2500,10
ijk_ikj_2500_20,92.1964E+9,29.783E+9,24.5856E+9,39.42E+6,0,31.04518E+9,98.68E+6,21.556E+6,74.092E+6,54.592E+6,18.316E+6,2.0285,1.887,2.303,ijk_ikj,2500,20
ijk_ikj_2500_25,93.0088E+9,29.4994E+9,24.3546E+9,28.3E+6,60E+3,31.57658E+9,90.44E+6,34.34E+6,48.972E+6,28.368E+6,19.46E+6,1.9554,1.869,2.134,ijk_ikj,2500,25
ijk_ikj_2500_50,84.2146E+9,26.232E+9,21.6476E+9,7.14E+6,40E+3,31.39994E+9,70.08E+6,47.752E+6,16.94E+6,6.196E+6,9.98E+6,1.8436,1.755,1.998,ijk_ikj,2500,50
ijk_ikj_2500_100,77.7268E+9,27.1688E+9,22.4232E+9,2.46E+6,20E+3,26.92938E+9,613.38E+6,603.712E+6,17.596E+6,13.456E+6,3.728E+6,2.0153,1.985,2.071,ijk_ikj,2500,100
ijk_ikj_2500_125,77.9364E+9,26.747E+9,22.1038E+9,1.82E+6,40E+3,27.16746E+9,592.32E+6,563.984E+6,35.076E+6,31.464E+6,3.188E+6,1.8754,1.778,2.03,ijk_ikj,2500,125
ijk_ikj_2500_250,76.2338E+9,26.8368E+9,22.0288E+9,1.34E+6,0,27.08234E+9,502.26E+6,385.84E+6,125.512E+6,123.412E+6,1.992E+6,2.1963,2.154,2.327,ijk_ikj,2500,250
ijk_ikj_2500_500,74.9516E+9,26.298E+9,21.4538E+9,2.4E+6,60E+3,27.4434E+9,475.92E+6,416.948E+6,65.728E+6,63.064E+6,2.46E+6,2.8006,2.706,3.035,ijk_ikj,2500,500
ijk_ikj_2500_625,74.9914E+9,27.0432E+9,22.3288E+9,4.5E+6,80E+3,27.44862E+9,483.52E+6,433.28E+6,59.352E+6,53.48E+6,5.036E+6,1.8809,1.759,2.035,ijk_ikj,2500,625
ijk_100,2.4E+6,2.8E+6,3.6E+6,0,0,2.2E+6,20E+3,48E+3,0,0,0,0.0002,0,0.001,ijk,100,0
ijk_200,29.2E+6,29E+6,23.6E+6,0,0,17.72E+6,580E+3,408E+3,16E+3,16E+3,0,0.0025,0.002,0.003,ijk,200,0
ijk_300,95E+6,103.6E+6,83.4E+6,0,0,49.48E+6,2.18E+6,1.892E+6,628E+3,624E+3,0,0.0079,0.007,0.009,ijk,300,0
ijk_400,226E+6,255.2E+6,210.4E+6,0,0,124.28E+6,11.78E+6,5.996E+6,2.48E+6,2.456E+6,4E+3,0.0189,0.018,0.019,ijk,400,0
ijk_500,440E+6,498.2E+6,411.6E+6,0,0,176.74E+6,53.18E+6,59.744E+6,4.716E+6,4.704E+6,4E+3,0.0382,0.035,0.049,ijk,500,0
ijk_600,762.8E+6,865.8E+6,716.6E+6,20E+3,0,229.38E+6,214.88E+6,191.972E+6,8.66E+6,8.632E+6,12E+3,0.0655,0.062,0.08,ijk,600,0
ijk_700,1.2076E+9,1.3854E+9,1.1464E+9,40E+3,0,339.78E+6,343.02E+6,327.504E+6,15.808E+6,15.776E+6,4E+3,0.1013,0.098,0.116,ijk,700,0
ijk_800,1.8034E+9,2.1486E+9,1.7766E+9,20E+3,0,495.62E+6,498.74E+6,462.932E+6,57.324E+6,57.024E+6,140E+3,0.1576,0.149,0.19,ijk,800,0
ijk_900,2.569E+9,3.04E+9,2.512E+9,3.02E+6,0,731.1E+6,736.5E+6,678.268E+6,39.872E+6,39.36E+6,244E+3,0.2191,0.212,0.243,ijk,900,0
ijk_1000,3.519E+9,4.3138E+9,3.5622E+9,8.56E+6,20E+3,992.98E+6,1.0009E+9,925.828E+6,72.972E+6,70.952E+6,884E+3,0.3424,0.304,0.553,ijk,1000,0
ijk_1100,4.6838E+9,6.1972E+9,5.102E+9,17.14E+6,0,1.31284E+9,1.31882E+9,1.2387E+9,98.696E+6,93.26E+6,2.08E+6,0.4915,0.427,0.631,ijk,1100,0
ijk_1200,6.0806E+9,7.782E+9,6.424E+9,15.58E+6,0,1.70816E+9,1.73394E+9,1.564044E+9,158.86E+6,143.856E+6,5.168E+6,0.6105,0.542,0.772,ijk,1200,0
ijk_1300,7.7306E+9,11.2774E+9,9.2686E+9,244.96E+6,20E+3,2.15298E+9,2.15832E+9,1.965964E+9,255.372E+6,231.736E+6,9.392E+6,0.8667,0.762,1.22,ijk,1300,0
ijk_1400,9.654E+9,13.6504E+9,11.204E+9,218.04E+6,0,2.69398E+9,2.70816E+9,2.400428E+9,362.916E+6,319.688E+6,16.076E+6,1.0322,0.924,1.215,ijk,1400,0
ijk_1500,11.8734E+9,17.9686E+9,14.8638E+9,802.68E+6,20E+3,3.34302E+9,3.34884E+9,2.824108E+9,558.32E+6,508.428E+6,25.72E+6,1.381,1.254,1.659,ijk,1500,0
ijk_1600,14.4342E+9,39.5088E+9,32.6662E+9,2.33452E+9,0,4.07342E+9,4.0888E+9,632.628E+6,3.446748E+9,3.380168E+9,30.972E+6,2.8889,2.669,3.445,ijk,1600,0
